Event_1,Event_2,Correlation
Forecast_CB Consumer Confidence (Dec),Forecast_Existing Home Sales (Nov),0.9999999999999968
Forecast_CB Consumer Confidence (Dec),Previous_CB Consumer Confidence (Dec),1.0000000000000002
Forecast_CB Consumer Confidence (Dec),Previous_Existing Home Sales (MoM) (Nov),0.9999999999999996
Forecast_CB Consumer Confidence (Dec),Previous_Existing Home Sales (Nov),1.0000000000000022
Forecast_CB Consumer Confidence (Feb),Forecast_Richmond Manufacturing Shipments (Feb),0.8224426603288307
Forecast_CB Consumer Confidence (Feb),Previous_CB Consumer Confidence (Feb),0.9995209534799315
Forecast_CB Consumer Confidence (Feb),Previous_Richmond Services Index (Feb),0.7289697053507986
Forecast_CB Consumer Confidence (Jul),Forecast_Richmond Manufacturing Index (Jul),1.0000000000000027
Forecast_CB Consumer Confidence (Jul),Forecast_Richmond Services Index (Jul),-1.0
Forecast_CB Consumer Confidence (Jul),Previous_CB Consumer Confidence (Jul),1.000000000000001
Forecast_CB Consumer Confidence (Jul),Previous_Richmond Manufacturing Index (Jul),-1.0000000000000027
Forecast_CB Consumer Confidence (Jul),Previous_Richmond Manufacturing Shipments (Jul),-1.0000000000000027
Forecast_CB Consumer Confidence (Jul),Previous_Richmond Services Index (Jul),0.9999999999999991
Forecast_CB Consumer Confidence (Jun),Forecast_New Home Sales (May),1.000000000000002
Forecast_CB Consumer Confidence (Jun),Forecast_Richmond Manufacturing Index (Jun),0.9999999999999993
Forecast_CB Consumer Confidence (Jun),Forecast_Richmond Services Index (Jun),-0.9999999999999982
Forecast_CB Consumer Confidence (Jun),Previous_CB Consumer Confidence (Jun),0.9999999999999976
Forecast_CB Consumer Confidence (Jun),Previous_New Home Sales (May),1.000000000000002
Forecast_CB Consumer Confidence (Jun),Previous_New Home Sales (MoM) (May),1.0000000000000004
Forecast_CB Consumer Confidence (Jun),Previous_Richmond Manufacturing Index (Jun),1.0000000000000018
Forecast_CB Consumer Confidence (Jun),Previous_Richmond Manufacturing Shipments (Jun),1.0000000000000018
Forecast_CB Consumer Confidence (Jun),Previous_Richmond Services Index (Jun),1.0000000000000007
Forecast_CB Consumer Confidence (Mar),Forecast_Richmond Manufacturing Index,0.8241555699902828
Forecast_CB Consumer Confidence (Mar),Previous_CB Consumer Confidence (Mar),0.8880356519596877
Forecast_CB Consumer Confidence (Mar),Previous_Richmond Manufacturing Index,0.8241555699902829
Forecast_CB Consumer Confidence (Mar),Previous_Richmond Manufacturing Shipments,0.824155569990283
Forecast_CB Consumer Confidence (Mar),Previous_Richmond Services Index,-0.8241555699902815
Forecast_CB Consumer Confidence (May),Previous_CB Consumer Confidence (May),-0.9999999999999992
Forecast_CB Consumer Confidence (Nov),Forecast_Richmond Manufacturing Index (Nov),-1.000000000000001
Forecast_CB Consumer Confidence (Nov),Previous_CB Consumer Confidence (Nov),0.9999999999999992
Forecast_CB Consumer Confidence (Nov),Previous_Richmond Manufacturing Index (Nov),-1.0
Forecast_CB Consumer Confidence (Nov),Previous_Richmond Manufacturing Shipments (Nov),-1.0000000000000016
Forecast_CB Consumer Confidence (Nov),Previous_Richmond Services Index (Nov),1.000000000000001
Forecast_CB Consumer Confidence (Oct),Previous_CB Consumer Confidence (Oct),-0.9999999999999996
Forecast_CB Consumer Confidence (Sep),Forecast_New Home Sales (Aug),0.9999999999999998
Forecast_CB Consumer Confidence (Sep),Forecast_Richmond Manufacturing Index (Sep),-1.0
Forecast_CB Consumer Confidence (Sep),Previous_CB Consumer Confidence (Sep),0.9999999999999996
Forecast_CB Consumer Confidence (Sep),Previous_New Home Sales (Aug),1.000000000000003
Forecast_CB Consumer Confidence (Sep),Previous_New Home Sales (MoM) (Aug),0.9999999999999991
Forecast_CB Consumer Confidence (Sep),Previous_Richmond Manufacturing Index (Sep),-1.0000000000000018
Forecast_CB Consumer Confidence (Sep),Previous_Richmond Manufacturing Shipments (Sep),-1.0000000000000018
Forecast_CB Employment Trends Index (Apr),Forecast_Wholesale Inventories (MoM) (Mar),0.9999999999999993
Forecast_CB Employment Trends Index (Apr),Forecast_Wholesale Trade Sales (MoM) (Mar),0.9999999999999994
Forecast_CB Employment Trends Index (Apr),Previous_CB Employment Trends Index (Apr),-1.0000000000000007
Forecast_CB Employment Trends Index (Apr),Previous_Wholesale Trade Sales (MoM) (Mar),1.000000000000002
Forecast_CB Employment Trends Index (Jul),Previous_CB Employment Trends Index (Jul),1.000000000000001
Forecast_CB Employment Trends Index (Jun),Forecast_Wholesale Inventories (MoM) (May),-1.0000000000000009
Forecast_CB Employment Trends Index (Jun),Forecast_Wholesale Trade Sales (MoM) (May),0.9999999999999992
Forecast_CB Employment Trends Index (Jun),Previous_CB Employment Trends Index (Jun),1.0000000000000018
Forecast_CB Employment Trends Index (Jun),Previous_Wholesale Inventories (MoM) (May),-1.0000000000000047
Forecast_CB Employment Trends Index (Jun),Previous_Wholesale Trade Sales (MoM) (May),1.0000000000000009
Forecast_CB Employment Trends Index (May),Forecast_Factory Orders (MoM) (Apr),0.9999999999999993
Forecast_CB Employment Trends Index (May),Forecast_Factory orders ex transportation (MoM) (Apr),0.9999999999999993
Forecast_CB Employment Trends Index (May),Forecast_ISM Non-Manufacturing Business Activity (May),1.000000000000002
Forecast_CB Employment Trends Index (May),Forecast_ISM Non-Manufacturing Employment (May),1.0000000000000007
Forecast_CB Employment Trends Index (May),Forecast_ISM Non-Manufacturing New Orders (May),1.0000000000000007
Forecast_CB Employment Trends Index (May),Forecast_ISM Non-Manufacturing PMI (May),0.9999999999999987
Forecast_CB Employment Trends Index (May),Forecast_ISM Non-Manufacturing Prices (May),0.9999999999999993
Forecast_CB Employment Trends Index (May),Previous_CB Employment Trends Index (May),0.9999999999999999
Forecast_CB Employment Trends Index (May),Previous_Durables Excluding Transport (MoM) (Apr),1.000000000000002
Forecast_CB Employment Trends Index (May),Previous_Factory Orders (MoM) (Apr),0.9999999999999993
Forecast_CB Employment Trends Index (May),Previous_Factory orders ex transportation (MoM) (Apr),-0.9999999999999993
Forecast_CB Employment Trends Index (May),Previous_ISM Non-Manufacturing Business Activity (May),1.000000000000002
Forecast_CB Employment Trends Index (May),Previous_ISM Non-Manufacturing Employment (May),0.9999999999999993
Forecast_CB Employment Trends Index (May),Previous_ISM Non-Manufacturing New Orders (May),0.9999999999999993
Forecast_CB Employment Trends Index (May),Previous_ISM Non-Manufacturing PMI (May),0.9999999999999993
Forecast_CB Employment Trends Index (May),Previous_ISM Non-Manufacturing Prices (May),0.9999999999999941
Forecast_CPI (MoM) (Dec),Forecast_CPI (YoY) (Dec),0.7073277175397548
Forecast_CPI (MoM) (Dec),Forecast_Core CPI (YoY) (Dec),0.7073277175397548
Forecast_CPI (MoM) (Dec),Forecast_Core CPI Index (Dec),0.7073277175397548
Forecast_CPI (MoM) (Dec),Previous_CPI (MoM) (Dec),0.8945389455066287
Forecast_CPI (MoM) (Dec),Previous_CPI (YoY) (Dec),0.9487425592741742
Forecast_CPI (MoM) (Dec),"Previous_CPI Index, s.a (Dec)",0.861504771700212
Forecast_CPI (MoM) (Dec),"Previous_CPI, n.s.a (MoM) (Dec)",0.9424935810129282
Forecast_CPI (MoM) (Jan),Forecast_CPI (YoY) (Jan),0.7068857757799345
Forecast_CPI (MoM) (Jan),Forecast_Core CPI (MoM) (Jan),1.0
Forecast_CPI (MoM) (Jan),Forecast_Core CPI (YoY) (Jan),0.8943713032846435
Forecast_CPI (MoM) (Jan),Forecast_Core CPI Index (Jan),1.0000000000000018
Forecast_CPI (MoM) (Jan),Previous_CPI (YoY) (Jan),-0.9486635467906308
Forecast_CPI (MoM) (Jan),Previous_Core CPI (MoM) (Jan),1.0
Forecast_CPI (MoM) (Jan),Previous_Core CPI Index (Jan),0.7040145335009612
Forecast_CPI (MoM) (Jun),Forecast_CPI (YoY) (Jun),1.0
Forecast_CPI (MoM) (Jun),"Forecast_CPI Index, n.s.a. (Jun)",0.9999999999999982
Forecast_CPI (MoM) (Jun),"Forecast_CPI Index, s.a (Jun)",-0.9999999999999981
Forecast_CPI (MoM) (Jun),Forecast_Core CPI (MoM) (Jun),1.0
Forecast_CPI (MoM) (Jun),Forecast_Core CPI (YoY) (Jun),1.0
Forecast_CPI (MoM) (Jun),Forecast_Core CPI Index (Jun),0.9999999999999994
Forecast_CPI (MoM) (Jun),Forecast_Real Earnings (MoM) (Jun),-0.9999999999999983
Forecast_CPI (MoM) (Jun),Previous_CPI (MoM) (Jun),-1.0
Forecast_CPI (MoM) (Jun),Previous_CPI (YoY) (Jun),0.9999999999999983
Forecast_CPI (MoM) (Jun),"Previous_CPI Index, n.s.a. (Jun)",-0.9999999999999968
Forecast_CPI (MoM) (Jun),"Previous_CPI Index, s.a (Jun)",-0.9999999999999997
Forecast_CPI (MoM) (Jun),"Previous_CPI, n.s.a (MoM) (Jun)",-0.9999999999999981
Forecast_CPI (MoM) (Jun),Previous_Core CPI (MoM) (Jun),1.0
Forecast_CPI (MoM) (Jun),Previous_Core CPI (YoY) (Jun),0.9999999999999983
Forecast_CPI (MoM) (Jun),Previous_Core CPI Index (Jun),-0.9999999999999968
Forecast_CPI (MoM) (Jun),Previous_Real Earnings (MoM) (Jun),-0.9999999999999983
Forecast_CPI (MoM) (Mar),Forecast_CPI (YoY) (Mar),0.9487425592741748
Forecast_CPI (MoM) (Mar),"Forecast_CPI Index, n.s.a. (Mar)",0.9626950189856964
Forecast_CPI (MoM) (Mar),"Forecast_CPI Index, s.a (Mar)",0.7073277175397551
Forecast_CPI (MoM) (Mar),"Forecast_CPI, n.s.a (MoM) (Mar)",0.7073277175397529
Forecast_CPI (MoM) (Mar),Forecast_Core CPI (MoM) (Mar),0.7073277175397551
Forecast_CPI (MoM) (Mar),Forecast_Core CPI (YoY) (Mar),0.7073277175397552
Forecast_CPI (MoM) (Mar),Forecast_Core CPI Index (Mar),0.9171611367165781
Forecast_CPI (MoM) (Mar),Forecast_Real Earnings (MoM) (Mar),-0.7073277175397562
Forecast_CPI (MoM) (Mar),Previous_CPI (MoM) (Mar),0.707327717539754
Forecast_CPI (MoM) (Mar),Previous_CPI (YoY) (Mar),0.8805947387361082
Forecast_CPI (MoM) (Mar),"Previous_CPI, n.s.a (MoM) (Mar)",0.7928080980521247
Forecast_CPI (MoM) (Mar),Previous_Core CPI (MoM) (Mar),0.7073277175397561
Forecast_CPI (MoM) (Mar),Previous_Core CPI (YoY) (Mar),-0.7073277175397561
Forecast_CPI (MoM) (May),Forecast_CPI (YoY) (May),1.0
Forecast_CPI (MoM) (May),"Forecast_CPI Index, n.s.a. (May)",-0.9999999999999979
Forecast_CPI (MoM) (May),"Forecast_CPI Index, s.a (May)",0.9999999999999993
Forecast_CPI (MoM) (May),Forecast_Core CPI Index (May),-0.999999999999998
Forecast_CPI (MoM) (May),Forecast_Real Earnings (MoM) (May),1.0
Forecast_CPI (MoM) (May),Previous_CPI (MoM) (May),0.9999999999999979
Forecast_CPI (MoM) (May),Previous_CPI (YoY) (May),0.9999999999999999
Forecast_CPI (MoM) (May),"Previous_CPI Index, n.s.a. (May)",-0.9999999999999954
Forecast_CPI (MoM) (May),"Previous_CPI Index, s.a (May)",-0.9999999999999967
Forecast_CPI (MoM) (May),"Previous_CPI, n.s.a (MoM) (May)",0.9999999999999999
Forecast_CPI (MoM) (May),Previous_Core CPI (YoY) (May),1.0
Forecast_CPI (MoM) (May),Previous_Core CPI Index (May),-0.9999999999999964
Forecast_CPI (MoM) (May),Previous_Real Earnings (MoM) (May),1.0
Forecast_CPI (MoM) (Nov),"Forecast_CPI Index, n.s.a. (Nov)",0.9999999999999997
Forecast_CPI (MoM) (Nov),Previous_CPI (YoY) (Nov),-1.0
Forecast_CPI (MoM) (Nov),"Previous_CPI Index, n.s.a. (Nov)",-0.9999999999999992
Forecast_CPI (MoM) (Nov),"Previous_CPI Index, s.a (Nov)",0.9999999999999997
Forecast_CPI (MoM) (Nov),"Previous_CPI, n.s.a (MoM) (Nov)",-0.9999999999999984
Forecast_CPI (MoM) (Nov),Previous_Core CPI (MoM) (Nov),1.0
Forecast_CPI (MoM) (Nov),Previous_Core CPI Index (Nov),0.9999999999999986
Forecast_CPI (MoM) (Nov),Previous_Real Earnings (MoM) (Nov),0.9999999999999997
Forecast_CPI (MoM) (Oct),Forecast_CPI (YoY) (Oct),1.0
Forecast_CPI (MoM) (Oct),"Forecast_CPI Index, n.s.a. (Oct)",0.9999999999999991
Forecast_CPI (MoM) (Oct),Forecast_Core CPI (MoM) (Oct),1.0
Forecast_CPI (MoM) (Oct),Forecast_Core CPI (YoY) (Oct),1.0
Forecast_CPI (MoM) (Oct),Forecast_Core CPI Index (Oct),0.999999999999999
Forecast_CPI (MoM) (Oct),Previous_CPI (MoM) (Oct),1.0
Forecast_CPI (MoM) (Oct),Previous_CPI (YoY) (Oct),1.0000000000000004
Forecast_CPI (MoM) (Oct),"Previous_CPI Index, n.s.a. (Oct)",0.9999999999999997
Forecast_CPI (MoM) (Oct),"Previous_CPI Index, s.a (Oct)",-0.9999999999999988
Forecast_CPI (MoM) (Oct),"Previous_CPI, n.s.a (MoM) (Oct)",0.9999999999999989
Forecast_CPI (MoM) (Oct),Previous_Core CPI (MoM) (Oct),1.0
Forecast_CPI (MoM) (Oct),Previous_Core CPI (YoY) (Oct),1.0
Forecast_CPI (MoM) (Oct),Previous_Core CPI Index (Oct),-0.9999999999999992
Forecast_CPI (MoM) (Sep),Forecast_CPI (YoY) (Sep),1.0
Forecast_CPI (MoM) (Sep),"Forecast_CPI Index, n.s.a. (Sep)",1.0
Forecast_CPI (MoM) (Sep),Previous_CPI (MoM) (Sep),-1.0
Forecast_CPI (MoM) (Sep),"Previous_CPI Index, n.s.a. (Sep)",0.9999999999999989
Forecast_CPI (MoM) (Sep),"Previous_CPI Index, s.a (Sep)",0.9999999999999989
Forecast_CPI (MoM) (Sep),"Previous_CPI, n.s.a (MoM) (Sep)",-0.9999999999999991
Forecast_CPI (MoM) (Sep),Previous_Core CPI (YoY) (Sep),-1.0
Forecast_CPI (MoM) (Sep),Previous_Core CPI Index (Sep),1.0000000000000002
Forecast_CPI (MoM) (Sep),Previous_Real Earnings (MoM) (Sep),-1.0
Forecast_CPI (YoY) (Apr),"Forecast_CPI Index, n.s.a. (Apr)",0.9999999999999963
Forecast_CPI (YoY) (Apr),"Forecast_CPI Index, s.a (Apr)",1.0000000000000004
Forecast_CPI (YoY) (Apr),Forecast_Core CPI Index (Apr),-0.9999999999999969
Forecast_CPI (YoY) (Apr),Forecast_Real Earnings (MoM) (Apr),-1.0000000000000002
Forecast_CPI (YoY) (Apr),Previous_CPI (MoM) (Apr),-0.9999999999999977
Forecast_CPI (YoY) (Apr),Previous_CPI (YoY) (Apr),1.0
Forecast_CPI (YoY) (Apr),"Previous_CPI Index, n.s.a. (Apr)",-0.9999999999999969
Forecast_CPI (YoY) (Apr),"Previous_CPI Index, s.a (Apr)",-0.9999999999999984
Forecast_CPI (YoY) (Apr),"Previous_CPI, n.s.a (MoM) (Apr)",-1.0000000000000002
Forecast_CPI (YoY) (Apr),Previous_Core CPI (YoY) (Apr),1.0
Forecast_CPI (YoY) (Apr),Previous_Core CPI Index (Apr),-0.9999999999999998
Forecast_CPI (YoY) (Apr),Previous_Real Earnings (MoM) (Apr),-1.0000000000000002
Forecast_CPI (YoY) (Aug),"Forecast_CPI Index, n.s.a. (Aug)",1.0
Forecast_CPI (YoY) (Aug),Forecast_Core CPI (MoM) (Aug),1.0
Forecast_CPI (YoY) (Aug),Previous_CPI (MoM) (Aug),1.0000000000000002
Forecast_CPI (YoY) (Aug),Previous_CPI (YoY) (Aug),0.9999999999999994
Forecast_CPI (YoY) (Aug),"Previous_CPI Index, n.s.a. (Aug)",0.9999999999999992
Forecast_CPI (YoY) (Aug),"Previous_CPI Index, s.a (Aug)",0.9999999999999991
Forecast_CPI (YoY) (Aug),"Previous_CPI, n.s.a (MoM) (Aug)",0.9999999999999994
Forecast_CPI (YoY) (Aug),Previous_Core CPI (MoM) (Aug),1.0
Forecast_CPI (YoY) (Aug),Previous_Core CPI (YoY) (Aug),-1.0
Forecast_CPI (YoY) (Aug),Previous_Core CPI Index (Aug),0.9999999999999989
Forecast_CPI (YoY) (Aug),Previous_Real Earnings (MoM) (Aug),-0.9999999999999998
Forecast_CPI (YoY) (Dec),Forecast_CPI (MoM) (Dec),0.7073277175397548
Forecast_CPI (YoY) (Dec),"Forecast_CPI Index, n.s.a. (Dec)",0.8136107428268498
Forecast_CPI (YoY) (Dec),Forecast_Core CPI (YoY) (Dec),1.0
Forecast_CPI (YoY) (Dec),Forecast_Core CPI Index (Dec),0.9999999999999996
Forecast_CPI (YoY) (Dec),"Previous_CPI Index, s.a (Dec)",0.9682870846400398
Forecast_CPI (YoY) (Dec),Previous_Core CPI Index (Dec),0.7328659145874084
Forecast_CPI (YoY) (Dec),Previous_Real Earnings (MoM) (Dec),-0.9899477295298273
Forecast_CPI (YoY) (Feb),"Forecast_CPI Index, n.s.a. (Feb)",0.8321569712915089
Forecast_CPI (YoY) (Feb),Forecast_Core CPI (MoM) (Feb),0.7068857757799344
Forecast_CPI (YoY) (Feb),Forecast_Core CPI (YoY) (Feb),1.0000000000000002
Forecast_CPI (YoY) (Feb),Previous_CPI (MoM) (Feb),0.7073277175397551
Forecast_CPI (YoY) (Feb),"Previous_CPI Index, n.s.a. (Feb)",0.7526425461568608
Forecast_CPI (YoY) (Feb),"Previous_CPI Index, s.a (Feb)",0.7768247180859785
Forecast_CPI (YoY) (Feb),Previous_Core CPI (YoY) (Feb),-0.706885775779936
Forecast_CPI (YoY) (Jan),Forecast_CPI (MoM) (Jan),0.7068857757799345
Forecast_CPI (YoY) (Jan),"Forecast_CPI Index, n.s.a. (Jan)",0.9963935262422944
Forecast_CPI (YoY) (Jan),Forecast_Core CPI (MoM) (Jan),0.7068857757799345
Forecast_CPI (YoY) (Jan),Forecast_Core CPI (YoY) (Jan),0.9486239738283333
Forecast_CPI (YoY) (Jan),Forecast_Core CPI Index (Jan),0.7068857757799317
Forecast_CPI (YoY) (Jan),Previous_CPI (MoM) (Jan),0.8573510075929534
Forecast_CPI (YoY) (Jan),Previous_CPI (YoY) (Jan),-0.894315338665207
Forecast_CPI (YoY) (Jan),"Previous_CPI Index, n.s.a. (Jan)",0.9853010028513081
Forecast_CPI (YoY) (Jan),"Previous_CPI Index, s.a (Jan)",0.9723541835560011
Forecast_CPI (YoY) (Jan),"Previous_CPI, n.s.a (MoM) (Jan)",0.9657347960922038
Forecast_CPI (YoY) (Jan),Previous_Core CPI (MoM) (Jan),0.7068857757799345
Forecast_CPI (YoY) (Jan),Previous_Core CPI (YoY) (Jan),-0.7068857757799356
Forecast_CPI (YoY) (Jan),Previous_Core CPI Index (Jan),0.9999917943380656
Forecast_CPI (YoY) (Jul),"Forecast_CPI Index, n.s.a. (Jul)",0.999999999999999
Forecast_CPI (YoY) (Jul),Forecast_Core CPI (YoY) (Jul),1.0
Forecast_CPI (YoY) (Jul),Forecast_Core CPI Index (Jul),-0.9999999999999978
Forecast_CPI (YoY) (Jul),Forecast_Real Earnings (MoM) (Jul),-1.0
Forecast_CPI (YoY) (Jul),Previous_CPI (YoY) (Jul),-1.0
Forecast_CPI (YoY) (Jul),"Previous_CPI Index, n.s.a. (Jul)",-0.9999999999999986
Forecast_CPI (YoY) (Jul),"Previous_CPI Index, s.a (Jul)",-0.9999999999999983
Forecast_CPI (YoY) (Jul),"Previous_CPI, n.s.a (MoM) (Jul)",1.0
Forecast_CPI (YoY) (Jul),Previous_Core CPI (YoY) (Jul),1.0
Forecast_CPI (YoY) (Jul),Previous_Core CPI Index (Jul),-0.9999999999999974
Forecast_CPI (YoY) (Jul),Previous_Real Earnings (MoM) (Jul),0.9999999999999984
Forecast_CPI (YoY) (Jun),Forecast_CPI (MoM) (Jun),1.0
Forecast_CPI (YoY) (Jun),"Forecast_CPI Index, n.s.a. (Jun)",0.9999999999999982
Forecast_CPI (YoY) (Jun),"Forecast_CPI Index, s.a (Jun)",-0.9999999999999981
Forecast_CPI (YoY) (Jun),Forecast_Core CPI (MoM) (Jun),1.0
Forecast_CPI (YoY) (Jun),Forecast_Core CPI (YoY) (Jun),1.0
Forecast_CPI (YoY) (Jun),Forecast_Core CPI Index (Jun),0.9999999999999994
Forecast_CPI (YoY) (Jun),Forecast_Real Earnings (MoM) (Jun),-0.9999999999999982
Forecast_CPI (YoY) (Jun),Previous_CPI (MoM) (Jun),-0.9999999999999998
Forecast_CPI (YoY) (Jun),Previous_CPI (YoY) (Jun),0.9999999999999983
Forecast_CPI (YoY) (Jun),"Previous_CPI Index, n.s.a. (Jun)",-0.9999999999999968
Forecast_CPI (YoY) (Jun),"Previous_CPI Index, s.a (Jun)",-0.9999999999999997
Forecast_CPI (YoY) (Jun),"Previous_CPI, n.s.a (MoM) (Jun)",-0.999999999999998
Forecast_CPI (YoY) (Jun),Previous_Core CPI (MoM) (Jun),0.9999999999999998
Forecast_CPI (YoY) (Jun),Previous_Core CPI (YoY) (Jun),0.9999999999999983
Forecast_CPI (YoY) (Jun),Previous_Core CPI Index (Jun),-0.9999999999999968
Forecast_CPI (YoY) (Jun),Previous_Real Earnings (MoM) (Jun),-0.9999999999999982
Forecast_CPI (YoY) (Mar),Forecast_CPI (MoM) (Mar),0.9487425592741748
Forecast_CPI (YoY) (Mar),"Forecast_CPI Index, n.s.a. (Mar)",0.9988693075553626
Forecast_CPI (YoY) (Mar),"Forecast_CPI Index, s.a (Mar)",0.8944831066660476
Forecast_CPI (YoY) (Mar),"Forecast_CPI, n.s.a (MoM) (Mar)",0.8944831066660447
Forecast_CPI (YoY) (Mar),Forecast_Core CPI Index (Mar),0.996100934005161
Forecast_CPI (YoY) (Mar),Forecast_Real Earnings (MoM) (Mar),-0.8944831066660491
Forecast_CPI (YoY) (Mar),Previous_CPI (MoM) (Mar),0.8944831066660458
Forecast_CPI (YoY) (Mar),Previous_CPI (YoY) (Mar),0.9852243280069999
Forecast_CPI (YoY) (Mar),"Previous_CPI, n.s.a (MoM) (Mar)",0.944794157740212
Forecast_CPI (YoY) (Mar),Previous_Core CPI (MoM) (Mar),0.8944831066660489
Forecast_CPI (YoY) (Mar),Previous_Core CPI (YoY) (Mar),-0.8944831066660491
Forecast_CPI (YoY) (May),Forecast_CPI (MoM) (May),1.0
Forecast_CPI (YoY) (May),"Forecast_CPI Index, n.s.a. (May)",-0.9999999999999979
Forecast_CPI (YoY) (May),"Forecast_CPI Index, s.a (May)",0.9999999999999991
Forecast_CPI (YoY) (May),Forecast_Core CPI Index (May),-0.9999999999999979
Forecast_CPI (YoY) (May),Forecast_Real Earnings (MoM) (May),1.0
Forecast_CPI (YoY) (May),Previous_CPI (MoM) (May),0.9999999999999979
Forecast_CPI (YoY) (May),Previous_CPI (YoY) (May),0.9999999999999999
Forecast_CPI (YoY) (May),"Previous_CPI Index, n.s.a. (May)",-0.9999999999999954
Forecast_CPI (YoY) (May),"Previous_CPI Index, s.a (May)",-0.9999999999999967
Forecast_CPI (YoY) (May),"Previous_CPI, n.s.a (MoM) (May)",0.9999999999999999
Forecast_CPI (YoY) (May),Previous_Core CPI (YoY) (May),0.9999999999999998
Forecast_CPI (YoY) (May),Previous_Core CPI Index (May),-0.9999999999999967
Forecast_CPI (YoY) (May),Previous_Real Earnings (MoM) (May),1.0
Forecast_CPI (YoY) (Oct),Forecast_CPI (MoM) (Oct),1.0
Forecast_CPI (YoY) (Oct),"Forecast_CPI Index, n.s.a. (Oct)",0.9999999999999991
Forecast_CPI (YoY) (Oct),Forecast_Core CPI (MoM) (Oct),1.0
Forecast_CPI (YoY) (Oct),Forecast_Core CPI (YoY) (Oct),1.0
Forecast_CPI (YoY) (Oct),Forecast_Core CPI Index (Oct),0.9999999999999991
Forecast_CPI (YoY) (Oct),Previous_CPI (MoM) (Oct),1.0
Forecast_CPI (YoY) (Oct),Previous_CPI (YoY) (Oct),1.0000000000000004
Forecast_CPI (YoY) (Oct),"Previous_CPI Index, n.s.a. (Oct)",0.9999999999999997
Forecast_CPI (YoY) (Oct),"Previous_CPI Index, s.a (Oct)",-0.9999999999999988
Forecast_CPI (YoY) (Oct),"Previous_CPI, n.s.a (MoM) (Oct)",0.999999999999999
Forecast_CPI (YoY) (Oct),Previous_Core CPI (MoM) (Oct),1.0
Forecast_CPI (YoY) (Oct),Previous_Core CPI (YoY) (Oct),1.0
Forecast_CPI (YoY) (Oct),Previous_Core CPI Index (Oct),-0.9999999999999992
Forecast_CPI (YoY) (Sep),Forecast_CPI (MoM) (Sep),1.0
Forecast_CPI (YoY) (Sep),"Forecast_CPI Index, n.s.a. (Sep)",1.0
Forecast_CPI (YoY) (Sep),Previous_CPI (MoM) (Sep),-1.0
Forecast_CPI (YoY) (Sep),"Previous_CPI Index, n.s.a. (Sep)",0.9999999999999991
Forecast_CPI (YoY) (Sep),"Previous_CPI Index, s.a (Sep)",0.9999999999999989
Forecast_CPI (YoY) (Sep),"Previous_CPI, n.s.a (MoM) (Sep)",-0.9999999999999991
Forecast_CPI (YoY) (Sep),Previous_Core CPI (YoY) (Sep),-1.0
Forecast_CPI (YoY) (Sep),Previous_Core CPI Index (Sep),1.0000000000000002
Forecast_CPI (YoY) (Sep),Previous_Real Earnings (MoM) (Sep),-1.0
"Forecast_CPI Index, n.s.a. (Apr)",Forecast_CPI (YoY) (Apr),0.9999999999999963
"Forecast_CPI Index, n.s.a. (Apr)","Forecast_CPI Index, s.a (Apr)",0.9999999999999994
"Forecast_CPI Index, n.s.a. (Apr)",Forecast_Core CPI Index (Apr),-1.0000000000000009
"Forecast_CPI Index, n.s.a. (Apr)",Forecast_Real Earnings (MoM) (Apr),-0.9999999999999963
"Forecast_CPI Index, n.s.a. (Apr)",Previous_CPI (MoM) (Apr),-1.0000000000000013
"Forecast_CPI Index, n.s.a. (Apr)",Previous_CPI (YoY) (Apr),0.9999999999999963
"Forecast_CPI Index, n.s.a. (Apr)","Previous_CPI Index, n.s.a. (Apr)",-1.0000000000000029
"Forecast_CPI Index, n.s.a. (Apr)","Previous_CPI Index, s.a (Apr)",-0.9999999999999992
"Forecast_CPI Index, n.s.a. (Apr)","Previous_CPI, n.s.a (MoM) (Apr)",-0.9999999999999996
"Forecast_CPI Index, n.s.a. (Apr)",Previous_Core CPI (YoY) (Apr),0.9999999999999963
"Forecast_CPI Index, n.s.a. (Apr)",Previous_Core CPI Index (Apr),-1.0000000000000004
"Forecast_CPI Index, n.s.a. (Apr)",Previous_Real Earnings (MoM) (Apr),-0.9999999999999963
"Forecast_CPI Index, n.s.a. (Aug)",Forecast_CPI (YoY) (Aug),1.0
"Forecast_CPI Index, n.s.a. (Aug)",Forecast_Core CPI (MoM) (Aug),1.0
"Forecast_CPI Index, n.s.a. (Aug)",Previous_CPI (MoM) (Aug),0.9999999999999998
"Forecast_CPI Index, n.s.a. (Aug)",Previous_CPI (YoY) (Aug),0.9999999999999991
"Forecast_CPI Index, n.s.a. (Aug)","Previous_CPI Index, n.s.a. (Aug)",0.9999999999999993
"Forecast_CPI Index, n.s.a. (Aug)","Previous_CPI Index, s.a (Aug)",0.9999999999999991
"Forecast_CPI Index, n.s.a. (Aug)","Previous_CPI, n.s.a (MoM) (Aug)",0.9999999999999991
"Forecast_CPI Index, n.s.a. (Aug)",Previous_Core CPI (MoM) (Aug),1.0
"Forecast_CPI Index, n.s.a. (Aug)",Previous_Core CPI (YoY) (Aug),-0.9999999999999998
"Forecast_CPI Index, n.s.a. (Aug)",Previous_Core CPI Index (Aug),0.9999999999999993
"Forecast_CPI Index, n.s.a. (Aug)",Previous_Real Earnings (MoM) (Aug),-1.0
